identifier,author,title,keywords,abstract,datePublished,dateUploaded
doi:10.18739/A28H2K,Kim Nielsen,Airglow Image Data 2011 3 of 5,EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC PRESSURE > GRAVITY WAVE EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC RADIATION > AIRGLOW EARTH REMOTE SENSING INSTRUMENTS > PASSIVE REMOTE SENSING > PHOTON/OPTICAL DETECTORS > CAMERAS > ASC > ALL-SKY CAMERA OBSERVATORY climatologyMeteorologyAtmosphere,"Airglow image data of various emissions are stored in .png image format. The filename indicates the observation site (PFRR = Poker Flat Research Range), the observation time (year, month, day, hour, min, and sec) of image acquisition start, and finally the emission identifier follows (for example OH or Na). Please note that this data set is the RAW data and contain the entire set of images obtained during the project period. This include high, medium, and low quality image data. While we do not require co-authorship in publications using the data set, we encourage users to contact the PI to make sure the data has been interpreted correctly. Otherwise, standard scientific ethic is expected.",2014-12-03T08:00:00Z,2016-09-12T23:21:46Z
doi:10.18739/A2ZS2KD3D,Richard Krishfield,Beaufort Gyre Exploration Project - Mooring B 2013-2014,NA,"Mooring B (2013-2014) was deployed for 412 days equipped with
bottom pressure recorder (39551 samples of pressure, and
temperature), a McLane Moored Profilers (42 profiles of
pressure,temperature, salinity and horizontal velocity), an
upward looking sonar (17779441 samples of pressure, temperature
and ice draft), and an Acoustic Doppler Current Profiler (ADCP,
9888 profiles of zonal (U) and meridional (V) velocity as well as
ice drift).",2016-06-20T07:00:00Z,2020-05-18T18:05:07Z
doi:10.18739/A2XZ7V,Martin Truffer,"Black Rapids glacier ice GPS data, Eastern Alaska Range, 2013",Alaska,"A glacier surge is characterized by a sudden increase in speed by one to two orders of magnitude and often leads to a significant movement of the terminus of the glacier. While the role of subglacial hydraulics during the surge has been well documented, the issue of surge initiation has remained unsolved. Also, the related question of why some glaciers surge and others do not remains open. This data set supported work to investigate whether the special geometry of many Alaska Range glaciers allows particularly large shear stresses to develop that eventually allow a surge to occur. The work focused on the Black Rapids Glacier on the Denali Fault in the eastern Alaska Range. This data set contains GPS measurements that were used to derive ice velocities. The velocities are used to document glacier speed-up events that occur annually as marginal lakes drain to the glacier bed and lubricate it. Such events act like mini-surges. Particular emphasis is placed on the reaction of tributary glaciers to a speed-up of the main branch.",2017-04-20T07:00:00Z,2017-09-19T18:04:56Z
urn:uuid:43ff491d-5383-4cdd-9595-389c8e56cf4d,Donald Perovich,"Ice Mass Balance [Perovich, D., T. Grenfell, B. Light, J. Richter-Menge, T. Tucker, H. Eicken]",Arctic,"The temporal evolution of the mass balance of different ice categories was monitored at 10 sites that were carefully selected to represent the widest possible range of ice types and conditions. These sites typically consisted of a thermistor string and several thickness gauges. For additional documentation, start with the mass.htm file contained in the zip file html-metadata.zip.",2007-11-02T10:04:50Z,2017-06-21T18:07:49Z
doi:10.18739/A2P372,Kathleen M Stafford,Passive acoustic data from Davis Strait - C6 13 of 16 (130404-0000-C6-12708.wav to 130515-1400-C6-13706.wav),EARTH SCIENCE > OCEANS > OCEAN ACOUSTICS > AMBIENT NOISE EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/VERTEBRATES > MAMMALS > CETACEANS EARTH SCIENCE > BIOLOGICAL CLASSIFICATION > ANIMALS/VERTEBRATES > MAMMALS > CARNIVORES > SEALS/SEA LIONS/WALRUSES IN SITU/LABORATORY INSTRUMENTS > PROFILERS/SOUNDERS > ACOUSTIC SOUNDERS > HYDROPHONES MOORING POINT UNKNOWN HOURLY TO DAILY 1 MINUTE TO 1 HOUR biota oceans environment,Passive acoustic data from instruments on moorings across Davis Strait. The data for this instrument were collected at 67.1 N latitude and 56.7 W longitude. Data were recorded from 1 Hz - 2 kHz (5 kHz sample rate) the first 15 minutes of each hour from October 2011-September 2013.,2014-09-04T07:00:00Z,2016-09-19T20:53:11Z
doi:10.18739/A2JZ62,John Paden,"Focused synthetic aperture radar processing of echogram data with Multiple Signal Classification (MUSIC) antenna array processing, Greenland, July 25 - July 30, 2008",Radar depth sounder Echogram Ice thickness,"To better understand processes affecting the ice sheets and to supply boundary condition information into ice sheet models and ice thickness for other ice sheet analysis, the Center for Remote Sensing of Ice Sheets (CReSIS) has designed, developed, and deployed several multichannel radar depth sounders in Greenland. This dataset contains data collected mostly around outlet glaciers in Greenland, including a large grid at Jakobshavn, with the specific purpose of improving understanding in this dynamic and fast changing part of the ice sheet. This product uses focused synthetic aperture array (SAR) processing to improve resolution in along-track. The array processing technique used to combine the multiple channels is based on the Multiple Signal Classification (MUSIC) algorithm. The data product format is a Mathworks MATLAB file.  Files are named according to the format: Data{$image_id}_{$frame_id}.mat. The {$image_id} is a string which may be empty when it is a composite image or is of the form “img_II” where II is the 2-digit zero-padded image number always starting with 1 and incrementing from there. The frame ID is a concatenation of the segment ID and a frame number and follows the format YYYYMMDD_SS_FFF where FFF is the frame number from 000 to 999. For example, “Data_img_01_20080630_02_001.mat” contains data for image 01 from segment 02, frame 001, taken on 2008-06-30. More information can be found in “Readme.pdf”.",2017-08-28T07:00:00Z,2017-10-11T16:37:35Z
doi:10.18739/A2B853H78,Fiamma Straneo,"Temperature and salinity profiles adjacent to a tidewater glacier in Sarqardleq Fjord, West Greenland, collected during July 2013","Greenland, Ocean, Glacier, Salinity, Temperature","The interaction of the ocean with tidewater glaciers around the margins of the Greenland Ice Sheet is thought to be a key control on ice sheet stability. Thus, understanding the processes which drive melting of the calving fronts of tidewater glaciers by the ocean is fundamental to projections of future global mean sea level rise. Our understanding is however currently limited, partly due to the scarcity of oceanographic data from close to the calving fronts of tidewater glaciers.  The primary goal of these measurements was to quantify the ocean conditions adjacent to a west Greenland tidewater glacier. In particular, knowledge of the water temperature and water velocity is highly valuable as these are understood to be the two primary variables determining the rate at which the ocean melts the calving front of the glacier.  These data are 91 conductivity-temperature-depth (CTD) casts collected near a tidewater glacier in Sarqardleq Fjord, West Greenland.  The data were collected during July 2013 and are averaged into 1-m bins.",2019-01-01T08:00:00Z,2019-01-15T21:30:35Z
doi:10.18739/A29Z90C0Z,Carolina Nobre,"Japan Agency for Marine-Earth Science and Technology (JAMSTEC) Shipboard Acoustic Doppler Current Profiler (SADCP) data, for Southern Chukchi Sea, 2013",NA,"This dataset contains oceanographic SADCP profiles collected with an RDI Shipboard Acoustic Doppler Current Profiler. The data were collected aboard the R/V Mirai along the line DBO 3 (South Chukchi Sea) on September 1, 2013 and on October 2-3, 2013. There are two text files containing the following parameters: time, position, east velocity, north velocity, current direction, and current speed.",2019-01-01T08:00:00Z,2019-07-23T21:20:45Z
doi:10.18739/A2XK84Q4F,Carolina Nobre,"United States Coast Guard Cutter Healy (HLY1103) Shipboard Acoustic Dopper Current Profiler (SADCP) data, Barrow Canyon, Chukchi Sea, 2011",NA,"This dataset contains oceanographic SADCP profiles collected with an RDI Shipboard Acoustic Doppler Current Profiler. The data were collected aboard the USCGC Healy along the line DBO 5 (Barrow Canyon) on October 7, 2011. There is one MATLAB file containing the following parameters: time, position, east velocity, north velocity, current direction, current speed, and depth.",2019-01-01T08:00:00Z,2019-07-23T21:27:30Z
doi:10.18739/A2707WN84,Dmitry A Streletskiy,"Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Sagwon Hills MNT' (U32 A), Alaska North Slope, United States (Alaska) from 1995-2018",EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > ACTIVE LAYER IN SITU/LABORATORY INSTRUMENTS > PROBES > TEMPERATURE PROBES IN SITU/LABORATORY INSTRUMENTS > PROBES > SNOW MEASURING ROD IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL TEMPERATURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL DEPTH PROBE IN SITU/LABORATORY INSTRUMENTS > RECORDERS/LOGGERS > TEMPERATURE LOGGERS IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > THERMISTORS > THERMISTORS IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL MOISTURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > PROBES IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > TEMPERATURE SENSORS POINT 1 METER TO 30 METERS 30 METERS TO 100 METERS 100 METERS TO 250 METERS 250 METERS TO 500 METERS 500 METERS TO 1 KILOMETER 1 KILOMETER MONTHLY TO ANNUAL FIELD SURVEY TRANSECT GRID MULTIPLE GRIDS AND VECTORS environment,"The primary goal of the Circumpolar Active Layer Monitoring (CALM) program is to observe the response of the active layer and near-surface permafrost to climate change over long (multi-decadal) time scales. The CALM observational network, established in the 1990s, observes the long-term response of the active layer and near-surface permafrost to changes and variations in climate at more than 200 sites in both hemispheres. CALM currently has participants from 15 countries. Majority of sites measure active-layer thickness on grids ranging from 1 hecatre to 1 square kilometer, and observe soil temperatures. Most sites in the CALM network are located in Arctic and Subarctic lowlands. Southern Hemisphere component (CALM-South) is being organized and currently includes sites in Antarctic and South America. The broader impacts of this project are derived from the hypothesis that widespread, systematic changes in the thickness of the active layer could have profound effects on the flux of greenhouse gases, on the human infrastructure in cold regions, and on landscape processes. It is therefore critical that observational and analytical procedures continue over decadal periods to assess trends and detect cumulative, long-term changes.  The CALM program began in 1991. It was initially affiliated with the International Tundra Experiment and has been supported independently and continuously since 1998 through grants from the United States National Science Foundation (NSF). CALM is funded by the NSF Award 1304555 (Polar Programs).  This dataset and metadata record was automatically generated from a web crawl of the original project page https://www2.gwu.edu/~calm/data/north.htm at the request of project coordinators. More information about this site and others in the project can be found at https://www2.gwu.edu/~calm/data/north.htm and also http://gtnpdatabase.org/activelayers .",2019-06-21T07:00:00Z,2019-06-26T20:33:12Z
doi:10.18739/A2736M22Z,Dmitry A Streletskiy,"Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Mt. Rodinka (Control)' (R38 A), North East Siberia, Russia from 2003-2017",EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > ACTIVE LAYER IN SITU/LABORATORY INSTRUMENTS > PROBES > TEMPERATURE PROBES IN SITU/LABORATORY INSTRUMENTS > PROBES > SNOW MEASURING ROD IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL TEMPERATURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL DEPTH PROBE IN SITU/LABORATORY INSTRUMENTS > RECORDERS/LOGGERS > TEMPERATURE LOGGERS IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > THERMISTORS > THERMISTORS IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL MOISTURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > PROBES IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > TEMPERATURE SENSORS POINT 1 METER TO 30 METERS 30 METERS TO 100 METERS 100 METERS TO 250 METERS 250 METERS TO 500 METERS 500 METERS TO 1 KILOMETER 1 KILOMETER MONTHLY TO ANNUAL FIELD SURVEY TRANSECT GRID MULTIPLE GRIDS AND VECTORS environment,"The primary goal of the Circumpolar Active Layer Monitoring (CALM) program is to observe the response of the active layer and near-surface permafrost to climate change over long (multi-decadal) time scales. The CALM observational network, established in the 1990s, observes the long-term response of the active layer and near-surface permafrost to changes and variations in climate at more than 200 sites in both hemispheres. CALM currently has participants from 15 countries. Majority of sites measure active-layer thickness on grids ranging from 1 hecatre to 1 square kilometer, and observe soil temperatures. Most sites in the CALM network are located in Arctic and Subarctic lowlands. Southern Hemisphere component (CALM-South) is being organized and currently includes sites in Antarctic and South America. The broader impacts of this project are derived from the hypothesis that widespread, systematic changes in the thickness of the active layer could have profound effects on the flux of greenhouse gases, on the human infrastructure in cold regions, and on landscape processes. It is therefore critical that observational and analytical procedures continue over decadal periods to assess trends and detect cumulative, long-term changes.  The CALM program began in 1991. It was initially affiliated with the International Tundra Experiment and has been supported independently and continuously since 1998 through grants from the United States National Science Foundation (NSF). CALM is funded by the NSF Award 1304555 (Polar Programs).  This dataset and metadata record was automatically generated from a web crawl of the original project page https://www2.gwu.edu/~calm/data/north.htm at the request of project coordinators. More information about this site and others in the project can be found at https://www2.gwu.edu/~calm/data/north.htm and also http://gtnpdatabase.org/activelayers .",2019-06-21T07:00:00Z,2019-06-26T20:23:12Z
doi:10.18739/A27D2Q71J,Dmitry A Streletskiy,"Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Toolik LTER' (U13), Alaska North Slope, United States (Alaska) from 1990-2012",EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > ACTIVE LAYER IN SITU/LABORATORY INSTRUMENTS > PROBES > TEMPERATURE PROBES IN SITU/LABORATORY INSTRUMENTS > PROBES > SNOW MEASURING ROD IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL TEMPERATURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL DEPTH PROBE IN SITU/LABORATORY INSTRUMENTS > RECORDERS/LOGGERS > TEMPERATURE LOGGERS IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > THERMISTORS > THERMISTORS IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL MOISTURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > PROBES IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > TEMPERATURE SENSORS POINT 1 METER TO 30 METERS 30 METERS TO 100 METERS 100 METERS TO 250 METERS 250 METERS TO 500 METERS 500 METERS TO 1 KILOMETER 1 KILOMETER MONTHLY TO ANNUAL FIELD SURVEY TRANSECT GRID MULTIPLE GRIDS AND VECTORS environment,"The primary goal of the Circumpolar Active Layer Monitoring (CALM) program is to observe the response of the active layer and near-surface permafrost to climate change over long (multi-decadal) time scales. The CALM observational network, established in the 1990s, observes the long-term response of the active layer and near-surface permafrost to changes and variations in climate at more than 200 sites in both hemispheres. CALM currently has participants from 15 countries. Majority of sites measure active-layer thickness on grids ranging from 1 hecatre to 1 square kilometer, and observe soil temperatures. Most sites in the CALM network are located in Arctic and Subarctic lowlands. Southern Hemisphere component (CALM-South) is being organized and currently includes sites in Antarctic and South America. The broader impacts of this project are derived from the hypothesis that widespread, systematic changes in the thickness of the active layer could have profound effects on the flux of greenhouse gases, on the human infrastructure in cold regions, and on landscape processes. It is therefore critical that observational and analytical procedures continue over decadal periods to assess trends and detect cumulative, long-term changes.  The CALM program began in 1991. It was initially affiliated with the International Tundra Experiment and has been supported independently and continuously since 1998 through grants from the United States National Science Foundation (NSF). CALM is funded by the NSF Award 1304555 (Polar Programs).  This dataset and metadata record was automatically generated from a web crawl of the original project page https://www2.gwu.edu/~calm/data/north.htm at the request of project coordinators. More information about this site and others in the project can be found at https://www2.gwu.edu/~calm/data/north.htm and also http://gtnpdatabase.org/activelayers .",2019-06-21T07:00:00Z,2019-06-26T19:50:12Z
doi:10.18739/A22804Z6N,Dmitry A Streletskiy,"Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Andryushkino' (R36), North East Siberia, Russia from 2005-2018",EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > ACTIVE LAYER IN SITU/LABORATORY INSTRUMENTS > PROBES > TEMPERATURE PROBES IN SITU/LABORATORY INSTRUMENTS > PROBES > SNOW MEASURING ROD IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL TEMPERATURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL DEPTH PROBE IN SITU/LABORATORY INSTRUMENTS > RECORDERS/LOGGERS > TEMPERATURE LOGGERS IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > THERMISTORS > THERMISTORS IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL MOISTURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > PROBES IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > TEMPERATURE SENSORS POINT 1 METER TO 30 METERS 30 METERS TO 100 METERS 100 METERS TO 250 METERS 250 METERS TO 500 METERS 500 METERS TO 1 KILOMETER 1 KILOMETER MONTHLY TO ANNUAL FIELD SURVEY TRANSECT GRID MULTIPLE GRIDS AND VECTORS environment,"The primary goal of the Circumpolar Active Layer Monitoring (CALM) program is to observe the response of the active layer and near-surface permafrost to climate change over long (multi-decadal) time scales. The CALM observational network, established in the 1990s, observes the long-term response of the active layer and near-surface permafrost to changes and variations in climate at more than 200 sites in both hemispheres. CALM currently has participants from 15 countries. Majority of sites measure active-layer thickness on grids ranging from 1 hecatre to 1 square kilometer, and observe soil temperatures. Most sites in the CALM network are located in Arctic and Subarctic lowlands. Southern Hemisphere component (CALM-South) is being organized and currently includes sites in Antarctic and South America. The broader impacts of this project are derived from the hypothesis that widespread, systematic changes in the thickness of the active layer could have profound effects on the flux of greenhouse gases, on the human infrastructure in cold regions, and on landscape processes. It is therefore critical that observational and analytical procedures continue over decadal periods to assess trends and detect cumulative, long-term changes.  The CALM program began in 1991. It was initially affiliated with the International Tundra Experiment and has been supported independently and continuously since 1998 through grants from the United States National Science Foundation (NSF). CALM is funded by the NSF Award 1304555 (Polar Programs).  This dataset and metadata record was automatically generated from a web crawl of the original project page https://www2.gwu.edu/~calm/data/north.htm at the request of project coordinators. More information about this site and others in the project can be found at https://www2.gwu.edu/~calm/data/north.htm and also http://gtnpdatabase.org/activelayers .",2019-06-21T07:00:00Z,2019-06-26T20:36:08Z
doi:10.18739/A25T3G02W,Robert Pickart,Arctic Observing Network (AON) observations from the 2008-2009 Beaufort shelf-edge mooring array,Beaufort shelf-break mooring Arctic Observing Network AON Western Arctic Boundary Current,"This submission contains data collected as a part of the 2008-2009 Beaufort shelf-edge mooring array, which was designed to investigate the manner in which the continental shelves communicate with the interior Arctic basin. Funding was provided by the National Science Foundation (NSF). This submission contains data from the BS3 (Beaufort shelf-edge) mooring site, which has collected a consistent and detailed timeseries of physical oceanographic observations beginning in 2002 until present. Funding for this long-term data collection has been supported by the NSF Arctic Observing Network.",2019-01-01T08:00:00Z,2019-07-02T15:46:21Z
doi:10.18739/A2513TW0S,Dmitry A Streletskiy,"Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Talnah (Norilsk Region)' (R32), Central Siberia, Russia from 2005-2018",EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > ACTIVE LAYER IN SITU/LABORATORY INSTRUMENTS > PROBES > TEMPERATURE PROBES IN SITU/LABORATORY INSTRUMENTS > PROBES > SNOW MEASURING ROD IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL TEMPERATURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL DEPTH PROBE IN SITU/LABORATORY INSTRUMENTS > RECORDERS/LOGGERS > TEMPERATURE LOGGERS IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > THERMISTORS > THERMISTORS IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL MOISTURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > PROBES IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > TEMPERATURE SENSORS POINT 1 METER TO 30 METERS 30 METERS TO 100 METERS 100 METERS TO 250 METERS 250 METERS TO 500 METERS 500 METERS TO 1 KILOMETER 1 KILOMETER MONTHLY TO ANNUAL FIELD SURVEY TRANSECT GRID MULTIPLE GRIDS AND VECTORS environment,"The primary goal of the Circumpolar Active Layer Monitoring (CALM) program is to observe the response of the active layer and near-surface permafrost to climate change over long (multi-decadal) time scales. The CALM observational network, established in the 1990s, observes the long-term response of the active layer and near-surface permafrost to changes and variations in climate at more than 200 sites in both hemispheres. CALM currently has participants from 15 countries. Majority of sites measure active-layer thickness on grids ranging from 1 hecatre to 1 square kilometer, and observe soil temperatures. Most sites in the CALM network are located in Arctic and Subarctic lowlands. Southern Hemisphere component (CALM-South) is being organized and currently includes sites in Antarctic and South America. The broader impacts of this project are derived from the hypothesis that widespread, systematic changes in the thickness of the active layer could have profound effects on the flux of greenhouse gases, on the human infrastructure in cold regions, and on landscape processes. It is therefore critical that observational and analytical procedures continue over decadal periods to assess trends and detect cumulative, long-term changes.  The CALM program began in 1991. It was initially affiliated with the International Tundra Experiment and has been supported independently and continuously since 1998 through grants from the United States National Science Foundation (NSF). CALM is funded by the NSF Award 1304555 (Polar Programs).  This dataset and metadata record was automatically generated from a web crawl of the original project page https://www2.gwu.edu/~calm/data/north.htm at the request of project coordinators. More information about this site and others in the project can be found at https://www2.gwu.edu/~calm/data/north.htm and also http://gtnpdatabase.org/activelayers .",2019-06-21T07:00:00Z,2019-06-26T20:38:22Z
doi:10.18739/A2542J821,Dmitry A Streletskiy,"Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Ikpikpuk' (U39), Alaska North Slope, United States (Alaska)",EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > ACTIVE LAYER IN SITU/LABORATORY INSTRUMENTS > PROBES > TEMPERATURE PROBES IN SITU/LABORATORY INSTRUMENTS > PROBES > SNOW MEASURING ROD IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL TEMPERATURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL DEPTH PROBE IN SITU/LABORATORY INSTRUMENTS > RECORDERS/LOGGERS > TEMPERATURE LOGGERS IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > THERMISTORS > THERMISTORS IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL MOISTURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > PROBES IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > TEMPERATURE SENSORS POINT 1 METER TO 30 METERS 30 METERS TO 100 METERS 100 METERS TO 250 METERS 250 METERS TO 500 METERS 500 METERS TO 1 KILOMETER 1 KILOMETER MONTHLY TO ANNUAL FIELD SURVEY TRANSECT GRID MULTIPLE GRIDS AND VECTORS environment,"The primary goal of the Circumpolar Active Layer Monitoring (CALM) program is to observe the response of the active layer and near-surface permafrost to climate change over long (multi-decadal) time scales. The CALM observational network, established in the 1990s, observes the long-term response of the active layer and near-surface permafrost to changes and variations in climate at more than 200 sites in both hemispheres. CALM currently has participants from 15 countries. Majority of sites measure active-layer thickness on grids ranging from 1 hecatre to 1 square kilometer, and observe soil temperatures. Most sites in the CALM network are located in Arctic and Subarctic lowlands. Southern Hemisphere component (CALM-South) is being organized and currently includes sites in Antarctic and South America. The broader impacts of this project are derived from the hypothesis that widespread, systematic changes in the thickness of the active layer could have profound effects on the flux of greenhouse gases, on the human infrastructure in cold regions, and on landscape processes. It is therefore critical that observational and analytical procedures continue over decadal periods to assess trends and detect cumulative, long-term changes.  The CALM program began in 1991. It was initially affiliated with the International Tundra Experiment and has been supported independently and continuously since 1998 through grants from the United States National Science Foundation (NSF). CALM is funded by the NSF Award 1304555 (Polar Programs).  This dataset and metadata record was automatically generated from a web crawl of the original project page https://www2.gwu.edu/~calm/data/north.htm at the request of project coordinators. More information about this site and others in the project can be found at https://www2.gwu.edu/~calm/data/north.htm and also http://gtnpdatabase.org/activelayers .",2019-06-21T07:00:00Z,2019-06-26T20:28:22Z
doi:10.18739/A2599Z19M,Dmitry A Streletskiy,"Thaw depth measurements from the Circumpolar Active Layer Monitoring (CALM) project for site 'Khomus-1' (R37 A), North East Siberia, Russia in 2005",EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > ACTIVE LAYER IN SITU/LABORATORY INSTRUMENTS > PROBES > TEMPERATURE PROBES IN SITU/LABORATORY INSTRUMENTS > PROBES > SNOW MEASURING ROD IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL TEMPERATURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL DEPTH PROBE IN SITU/LABORATORY INSTRUMENTS > RECORDERS/LOGGERS > TEMPERATURE LOGGERS IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > THERMISTORS > THERMISTORS IN SITU/LABORATORY INSTRUMENTS > PROBES > SOIL MOISTURE PROBE IN SITU/LABORATORY INSTRUMENTS > PROBES > PROBES IN SITU/LABORATORY INSTRUMENTS > TEMPERATURE/HUMIDITY SENSORS > TEMPERATURE SENSORS POINT 1 METER TO 30 METERS 30 METERS TO 100 METERS 100 METERS TO 250 METERS 250 METERS TO 500 METERS 500 METERS TO 1 KILOMETER 1 KILOMETER MONTHLY TO ANNUAL FIELD SURVEY TRANSECT GRID MULTIPLE GRIDS AND VECTORS environment,"The primary goal of the Circumpolar Active Layer Monitoring (CALM) program is to observe the response of the active layer and near-surface permafrost to climate change over long (multi-decadal) time scales. The CALM observational network, established in the 1990s, observes the long-term response of the active layer and near-surface permafrost to changes and variations in climate at more than 200 sites in both hemispheres. CALM currently has participants from 15 countries. Majority of sites measure active-layer thickness on grids ranging from 1 hecatre to 1 square kilometer, and observe soil temperatures. Most sites in the CALM network are located in Arctic and Subarctic lowlands. Southern Hemisphere component (CALM-South) is being organized and currently includes sites in Antarctic and South America. The broader impacts of this project are derived from the hypothesis that widespread, systematic changes in the thickness of the active layer could have profound effects on the flux of greenhouse gases, on the human infrastructure in cold regions, and on landscape processes. It is therefore critical that observational and analytical procedures continue over decadal periods to assess trends and detect cumulative, long-term changes.  The CALM program began in 1991. It was initially affiliated with the International Tundra Experiment and has been supported independently and continuously since 1998 through grants from the United States National Science Foundation (NSF). CALM is funded by the NSF Award 1304555 (Polar Programs).  This dataset and metadata record was automatically generated from a web crawl of the original project page https://www2.gwu.edu/~calm/data/north.htm at the request of project coordinators. More information about this site and others in the project can be found at https://www2.gwu.edu/~calm/data/north.htm and also http://gtnpdatabase.org/activelayers .",2019-06-21T07:00:00Z,2019-06-26T20:18:20Z
